,stop_date,stop_time,country_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,vehicle_number
16,2020-01-01,00:16:00,India,M,75,21,Asian,Seatbelt,Speeding,True,Vehicle Search,Arrest,False,16-30 Min,False,UP82DB7554
17,2020-01-01,00:17:00,Canada,F,44,55,White,Signal Violation,Other,True,Vehicle Search,Warning,True,0-15 Min,True,MH15GS2782
18,2020-01-01,00:18:00,USA,M,46,71,White,Speeding,Speeding,True,Frisk,Warning,True,16-30 Min,True,MH80WR1351
19,2020-01-01,00:19:00,Canada,F,42,41,Hispanic,Signal Violation,Signal,False,Frisk,Arrest,False,30+ Min,False,KA12GK6861
20,2020-01-01,00:20:00,USA,F,76,47,Hispanic,Signal Violation,Signal,False,Frisk,Warning,False,0-15 Min,True,KA78HN8680
21,2020-01-01,00:21:00,Canada,F,56,25,Black,Other,DUI,True,Frisk,Arrest,False,0-15 Min,False,WB35BJ2947
22,2020-01-01,00:22:00,USA,F,25,59,Asian,Other,Speeding,False,Frisk,Ticket,True,0-15 Min,True,GJ46IJ2247
23,2020-01-01,00:23:00,Canada,F,47,60,Black,Signal Violation,Signal,True,Frisk,Arrest,True,0-15 Min,False,GJ24GN5905
24,2020-01-01,00:24:00,India,M,33,76,Hispanic,Signal Violation,Speeding,False,Frisk,Warning,False,16-30 Min,False,MH83XS7688
25,2020-01-01,00:25:00,USA,F,18,58,White,Other,Speeding,False,Frisk,Ticket,False,16-30 Min,True,KA95EW9912
26,2020-01-01,00:26:00,Canada,F,20,56,Asian,Drunk Driving,Other,False,Frisk,Ticket,True,0-15 Min,False,DL36PY9336
27,2020-01-01,00:27:00,India,F,63,61,Other,Drunk Driving,Signal,True,Vehicle Search,Warning,False,0-15 Min,False,MH17TG9873
28,2020-01-01,00:28:00,USA,F,71,69,Hispanic,Seatbelt,Seatbelt,False,Vehicle Search,Ticket,True,0-15 Min,False,GJ67TR1208
29,2020-01-01,00:29:00,USA,M,51,39,Hispanic,Other,Seatbelt,True,Vehicle Search,Arrest,False,30+ Min,True,RJ65DM5842
30,2020-01-01,00:30:00,USA,M,69,23,Other,Other,Other,True,Vehicle Search,Arrest,False,16-30 Min,True,RJ71DT4429
31,2020-01-01,00:31:00,USA,F,18,73,Asian,Drunk Driving,Signal,True,Vehicle Search,Warning,False,16-30 Min,False,WB45XD7874
32,2020-01-01,00:32:00,India,F,44,26,Asian,Other,Signal,False,Frisk,Arrest,True,30+ Min,True,GJ29NI1072
33,2020-01-01,00:33:00,India,M,44,70,Other,Drunk Driving,Speeding,True,Vehicle Search,Arrest,True,16-30 Min,False,DL50DZ6634
34,2020-01-01,00:34:00,Canada,M,21,46,Asian,Speeding,Signal,True,Frisk,Warning,False,0-15 Min,False,GJ18QH1179
35,2020-01-01,00:35:00,USA,M,40,24,Other,Speeding,Signal,False,Frisk,Warning,False,30+ Min,True,DL92KH6072
36,2020-01-01,00:36:00,Canada,F,56,46,Other,Other,Signal,True,Frisk,Arrest,False,16-30 Min,False,DL97PL3910
37,2020-01-01,00:37:00,Canada,F,68,64,Hispanic,Speeding,Speeding,True,Vehicle Search,Ticket,False,16-30 Min,True,DL78IQ3578
38,2020-01-01,00:38:00,Canada,F,29,76,Hispanic,Speeding,Signal,True,Vehicle Search,Arrest,False,0-15 Min,False,RJ86OH2697
39,2020-01-01,00:39:00,USA,F,28,68,Hispanic,Seatbelt,Signal,True,Frisk,Warning,False,0-15 Min,True,GJ17ED4625
40,2020-01-01,00:40:00,India,M,77,65,Other,Other,Seatbelt,False,Frisk,Arrest,False,16-30 Min,True,GJ34GW6344
41,2020-01-01,00:41:00,Canada,M,42,67,Other,Speeding,DUI,False,Frisk,Ticket,False,16-30 Min,False,GJ83AS9833
42,2020-01-01,00:42:00,USA,M,54,71,Black,Signal Violation,Speeding,False,Frisk,Arrest,False,30+ Min,True,GJ62CZ2524
43,2020-01-01,00:43:00,USA,M,52,74,White,Drunk Driving,Signal,True,Vehicle Search,Warning,False,16-30 Min,True,TN43VS9229
44,2020-01-01,00:44:00,India,F,57,61,Other,Speeding,Other,False,Frisk,Warning,False,16-30 Min,False,MH88XZ1430
45,2020-01-01,00:45:00,India,F,68,64,Asian,Other,Other,True,Frisk,Ticket,True,16-30 Min,True,DL31KD2035
46,2020-01-01,00:46:00,India,M,61,32,Hispanic,Drunk Driving,Signal,False,Vehicle Search,Warning,False,16-30 Min,False,TN84HR9877
47,2020-01-01,00:47:00,Canada,M,35,23,Asian,Other,Signal,True,Frisk,Warning,True,16-30 Min,False,DL82AO6838
48,2020-01-01,00:48:00,USA,M,33,28,Asian,Other,Signal,False,Frisk,Warning,True,30+ Min,True,MH41QW2497
49,2020-01-01,00:49:00,Canada,F,35,47,White,Seatbelt,DUI,True,Vehicle Search,Warning,False,16-30 Min,False,DL13ZS8904
50,2020-01-01,00:50:00,Canada,F,29,18,White,Signal Violation,Seatbelt,False,Frisk,Arrest,True,16-30 Min,False,MH37EG9241
51,2020-01-01,00:51:00,India,F,70,76,Hispanic,Seatbelt,Signal,True,Frisk,Warning,False,30+ Min,False,KA50EI7957
52,2020-01-01,00:52:00,USA,F,59,61,White,Drunk Driving,Seatbelt,True,Frisk,Arrest,False,0-15 Min,False,KA64GY4451
53,2020-01-01,00:53:00,Canada,F,72,43,White,Seatbelt,Speeding,True,Frisk,Ticket,False,16-30 Min,False,GJ17GE2142
54,2020-01-01,00:54:00,USA,M,49,32,White,Speeding,Signal,True,Frisk,Ticket,True,16-30 Min,True,KA73KN5444
55,2020-01-01,00:55:00,India,M,26,32,Asian,Speeding,Seatbelt,False,Vehicle Search,Ticket,False,16-30 Min,False,MH58AO2763
56,2020-01-01,00:56:00,USA,F,52,68,White,Drunk Driving,Speeding,False,Vehicle Search,Arrest,True,0-15 Min,False,DL85LD9268
57,2020-01-01,00:57:00,Canada,F,38,25,Hispanic,Signal Violation,Speeding,True,Frisk,Arrest,False,30+ Min,True,GJ72CL4694
58,2020-01-01,00:58:00,USA,M,39,48,Hispanic,Signal Violation,DUI,False,Vehicle Search,Arrest,False,16-30 Min,True,RJ66EL4572
59,2020-01-01,00:59:00,India,M,46,30,Hispanic,Speeding,Speeding,True,Frisk,Arrest,True,30+ Min,True,WB71MG2848
60,2020-01-01,01:00:00,Canada,M,55,76,Other,Signal Violation,Speeding,False,Frisk,Ticket,True,16-30 Min,True,MH16SA1781
61,2020-01-01,01:01:00,USA,F,68,28,Asian,Drunk Driving,Seatbelt,True,Frisk,Ticket,True,0-15 Min,False,DL48XQ7468
62,2020-01-01,01:02:00,India,M,35,60,Black,Other,DUI,False,Frisk,Warning,False,30+ Min,True,MH47UP7891
63,2020-01-01,01:03:00,India,F,73,78,Asian,Other,Signal,False,Frisk,Ticket,True,0-15 Min,True,KA25VM7960
64,2020-01-01,01:04:00,Canada,M,56,51,White,Seatbelt,Seatbelt,True,Vehicle Search,Arrest,True,16-30 Min,True,DL10UB3062
65,2020-01-01,01:05:00,USA,F,75,77,Asian,Speeding,Seatbelt,True,Frisk,Arrest,False,0-15 Min,False,RJ36PA3655
66,2020-01-01,01:06:00,Canada,F,20,71,Other,Drunk Driving,DUI,False,Frisk,Warning,True,30+ Min,False,GJ41BV7342
67,2020-01-01,01:07:00,Canada,M,66,22,Asian,Seatbelt,Signal,True,Vehicle Search,Arrest,True,0-15 Min,False,GJ11LO3819
68,2020-01-01,01:08:00,Canada,F,33,31,Other,Speeding,Signal,False,Vehicle Search,Warning,False,0-15 Min,False,WB34ID1259
69,2020-01-01,01:09:00,USA,F,51,68,Other,Drunk Driving,Seatbelt,False,Frisk,Ticket,False,30+ Min,True,GJ50WS8237
70,2020-01-01,01:10:00,India,M,34,60,Asian,Seatbelt,DUI,False,Vehicle Search,Warning,False,0-15 Min,True,DL81FJ4363
71,2020-01-01,01:11:00,India,M,58,32,Hispanic,Other,DUI,True,Frisk,Warning,True,30+ Min,True,GJ88KF5573
72,2020-01-01,01:12:00,USA,M,59,37,Black,Other,Other,False,Vehicle Search,Ticket,True,16-30 Min,False,RJ40ZT3886
73,2020-01-01,01:13:00,India,F,40,74,Other,Other,Other,True,Vehicle Search,Arrest,False,30+ Min,True,MH65RK4033
74,2020-01-01,01:14:00,USA,F,22,24,White,Drunk Driving,Speeding,True,Frisk,Ticket,True,16-30 Min,False,UP53KC7731
75,2020-01-01,01:15:00,USA,M,80,55,White,Seatbelt,Signal,False,Vehicle Search,Ticket,True,0-15 Min,True,MH28UO7873
76,2020-01-01,01:16:00,India,M,35,35,Black,Speeding,Signal,True,Vehicle Search,Warning,False,0-15 Min,True,TN50GM4181
77,2020-01-01,01:17:00,India,F,28,75,Other,Drunk Driving,Other,True,Frisk,Arrest,True,30+ Min,False,GJ84VR4769
78,2020-01-01,01:18:00,USA,M,53,39,Other,Speeding,Seatbelt,False,Vehicle Search,Ticket,False,0-15 Min,False,UP57UB2650
79,2020-01-01,01:19:00,USA,M,18,26,White,Speeding,Other,True,Frisk,Arrest,True,30+ Min,False,UP65SH6528
80,2020-01-01,01:20:00,USA,F,55,21,Asian,Signal Violation,Speeding,False,Frisk,Ticket,True,16-30 Min,False,WB99ER1139
81,2020-01-01,01:21:00,Canada,M,47,40,Other,Drunk Driving,Speeding,False,Frisk,Warning,True,16-30 Min,True,RJ35JA3159
82,2020-01-01,01:22:00,USA,M,73,53,Hispanic,Signal Violation,Signal,True,Frisk,Warning,False,16-30 Min,True,KA92WF8533
83,2020-01-01,01:23:00,USA,F,41,21,Other,Speeding,DUI,False,Frisk,Arrest,True,30+ Min,True,TN94SX3537
84,2020-01-01,01:24:00,USA,M,70,22,Black,Seatbelt,Seatbelt,False,Vehicle Search,Arrest,True,0-15 Min,False,DL36CV6003
85,2020-01-01,01:25:00,USA,M,19,50,Other,Signal Violation,Speeding,True,Vehicle Search,Arrest,False,16-30 Min,True,DL90XB1655
86,2020-01-01,01:26:00,USA,M,24,55,Hispanic,Speeding,DUI,False,Frisk,Ticket,False,16-30 Min,True,GJ90BL5009
87,2020-01-01,01:27:00,India,F,31,20,Black,Drunk Driving,Signal,False,Frisk,Warning,True,0-15 Min,False,WB19UQ8951
88,2020-01-01,01:28:00,Canada,M,53,19,Black,Signal Violation,DUI,False,Frisk,Warning,False,16-30 Min,True,WB96XV1244
89,2020-01-01,01:29:00,USA,F,46,64,Hispanic,Seatbelt,Speeding,False,Vehicle Search,Warning,True,30+ Min,False,TN87GU9888
90,2020-01-01,01:30:00,India,F,75,63,Asian,Speeding,DUI,False,Vehicle Search,Ticket,True,0-15 Min,False,MH82TP6195
91,2020-01-01,01:31:00,India,F,36,49,Other,Drunk Driving,Signal,False,Vehicle Search,Ticket,False,16-30 Min,False,GJ36QW4221
92,2020-01-01,01:32:00,USA,F,77,35,Hispanic,Seatbelt,Speeding,True,Frisk,Ticket,False,30+ Min,False,WB88YO8532
93,2020-01-01,01:33:00,USA,F,70,75,Other,Speeding,DUI,False,Frisk,Ticket,False,30+ Min,False,RJ45XR5576
94,2020-01-01,01:34:00,India,M,32,39,Black,Signal Violation,Signal,False,Frisk,Ticket,False,0-15 Min,False,RJ91YV2437
95,2020-01-01,01:35:00,USA,M,57,64,White,Speeding,Speeding,False,Frisk,Ticket,True,0-15 Min,False,RJ93ID8505
96,2020-01-01,01:36:00,USA,M,53,47,Black,Seatbelt,Seatbelt,False,Frisk,Arrest,True,30+ Min,True,UP77ON6789
97,2020-01-01,01:37:00,USA,M,40,41,Other,Signal Violation,Signal,False,Frisk,Warning,False,0-15 Min,True,WB90WK6774
98,2020-01-01,01:38:00,India,F,47,65,White,Seatbelt,Speeding,False,Frisk,Warning,True,0-15 Min,True,KA14JB4215
99,2020-01-01,01:39:00,USA,F,48,48,Hispanic,Signal Violation,Other,True,Frisk,Warning,True,0-15 Min,False,UP69PU2954
100,2020-01-01,01:40:00,India,F,57,26,White,Other,Speeding,False,Frisk,Arrest,True,0-15 Min,False,UP98QY4152
101,2020-01-01,01:41:00,Canada,M,70,59,White,Other,Signal,True,Frisk,Arrest,False,30+ Min,True,UP63BA2421
102,2020-01-01,01:42:00,India,M,32,63,Asian,Signal Violation,DUI,True,Frisk,Ticket,False,0-15 Min,False,DL66AF3486
103,2020-01-01,01:43:00,USA,M,60,39,Hispanic,Seatbelt,Seatbelt,False,Frisk,Warning,False,0-15 Min,False,RJ49WE2709
104,2020-01-01,01:44:00,USA,F,47,32,Asian,Seatbelt,Signal,False,Vehicle Search,Arrest,True,0-15 Min,True,GJ22LE3279
105,2020-01-01,01:45:00,India,F,40,48,Hispanic,Drunk Driving,Seatbelt,True,Vehicle Search,Warning,True,0-15 Min,True,TN36WR9825
106,2020-01-01,01:46:00,Canada,F,26,37,Asian,Other,Signal,True,Frisk,Ticket,False,16-30 Min,False,RJ91XQ7488
107,2020-01-01,01:47:00,Canada,F,74,69,Black,Drunk Driving,Seatbelt,True,Vehicle Search,Warning,True,30+ Min,True,DL31LO7439
108,2020-01-01,01:48:00,India,F,68,25,Other,Signal Violation,DUI,True,Frisk,Warning,False,0-15 Min,True,TN73HG4068
109,2020-01-01,01:49:00,USA,F,80,71,Hispanic,Speeding,DUI,False,Frisk,Arrest,True,16-30 Min,False,UP75GK5444
110,2020-01-01,01:50:00,Canada,F,68,45,Hispanic,Drunk Driving,Signal,False,Vehicle Search,Ticket,True,16-30 Min,True,UP23YN8383
111,2020-01-01,01:51:00,USA,F,25,24,Black,Seatbelt,Seatbelt,False,Frisk,Arrest,True,16-30 Min,False,UP57IX8805
112,2020-01-01,01:52:00,USA,M,50,63,White,Other,Speeding,False,Vehicle Search,Warning,True,16-30 Min,True,MH10WH5889
113,2020-01-01,01:53:00,Canada,F,56,70,Hispanic,Drunk Driving,Speeding,True,Vehicle Search,Arrest,False,16-30 Min,False,DL28SV9081
114,2020-01-01,01:54:00,Canada,F,40,61,White,Seatbelt,Other,True,Frisk,Warning,False,30+ Min,False,UP22IQ4731
115,2020-01-01,01:55:00,Canada,M,31,38,Asian,Speeding,Signal,True,Frisk,Warning,False,16-30 Min,False,TN88OZ3477
116,2020-01-01,01:56:00,USA,M,72,68,Black,Other,DUI,True,Vehicle Search,Ticket,True,16-30 Min,False,MH87SR5399
117,2020-01-01,01:57:00,USA,F,37,46,Asian,Signal Violation,DUI,False,Frisk,Warning,False,0-15 Min,True,RJ39WM9690
118,2020-01-01,01:58:00,India,M,28,22,Black,Signal Violation,Signal,True,Frisk,Ticket,False,30+ Min,False,TN16TE5832
119,2020-01-01,01:59:00,India,M,35,48,Asian,Signal Violation,DUI,True,Vehicle Search,Arrest,False,0-15 Min,False,RJ50JG3850
120,2020-01-01,02:00:00,USA,M,57,18,Black,Signal Violation,Seatbelt,True,Vehicle Search,Arrest,False,16-30 Min,True,TN75VL3241
121,2020-01-01,02:01:00,Canada,F,56,21,White,Speeding,Signal,False,Frisk,Warning,False,0-15 Min,True,DL45TE2262
122,2020-01-01,02:02:00,India,F,47,56,Hispanic,Speeding,DUI,True,Frisk,Arrest,True,16-30 Min,False,WB24MZ8320
123,2020-01-01,02:03:00,India,F,47,22,Black,Other,Speeding,False,Vehicle Search,Arrest,True,30+ Min,False,GJ31OC3613
124,2020-01-01,02:04:00,Canada,F,26,72,White,Signal Violation,Seatbelt,False,Frisk,Arrest,True,30+ Min,True,RJ80OM6655
125,2020-01-01,02:05:00,USA,F,64,50,Black,Drunk Driving,DUI,False,Frisk,Arrest,False,30+ Min,True,MH55DL5389
126,2020-01-01,02:06:00,Canada,M,34,43,Asian,Seatbelt,DUI,False,Frisk,Ticket,False,0-15 Min,False,WB64WR4825
127,2020-01-01,02:07:00,USA,F,19,58,Asian,Seatbelt,Seatbelt,True,Frisk,Ticket,True,0-15 Min,False,GJ48WU6439
128,2020-01-01,02:08:00,India,F,56,79,Other,Drunk Driving,Other,False,Frisk,Ticket,False,0-15 Min,True,DL87BX7671
129,2020-01-01,02:09:00,Canada,M,53,79,Hispanic,Signal Violation,Speeding,False,Frisk,Arrest,False,0-15 Min,False,DL18KE5706
130,2020-01-01,02:10:00,India,M,48,67,Black,Drunk Driving,Speeding,False,Frisk,Ticket,False,0-15 Min,True,MH29JU7418
131,2020-01-01,02:11:00,India,M,65,74,Asian,Other,Speeding,False,Vehicle Search,Warning,False,0-15 Min,False,MH60WX8852
132,2020-01-01,02:12:00,Canada,M,39,47,White,Drunk Driving,Speeding,False,Frisk,Ticket,True,0-15 Min,False,DL69ON5971
133,2020-01-01,02:13:00,India,M,67,36,Hispanic,Signal Violation,Other,True,Frisk,Ticket,True,0-15 Min,True,DL85HV3400
134,2020-01-01,02:14:00,India,F,77,79,Hispanic,Speeding,Speeding,True,Frisk,Warning,False,0-15 Min,True,DL84SY8912
135,2020-01-01,02:15:00,India,F,75,53,Asian,Seatbelt,Signal,False,Frisk,Warning,False,30+ Min,False,UP20GI1142
136,2020-01-01,02:16:00,USA,M,39,66,Other,Seatbelt,Signal,False,Frisk,Ticket,True,30+ Min,False,TN90PN2999
137,2020-01-01,02:17:00,Canada,F,42,80,Black,Signal Violation,Other,True,Frisk,Arrest,True,16-30 Min,False,DL32WR7792
138,2020-01-01,02:18:00,India,M,75,63,White,Seatbelt,Signal,False,Frisk,Arrest,False,0-15 Min,True,RJ81PF4808
139,2020-01-01,02:19:00,USA,M,21,64,White,Other,DUI,True,Vehicle Search,Ticket,False,16-30 Min,False,GJ23DR9743
140,2020-01-01,02:20:00,Canada,F,77,69,White,Other,Seatbelt,False,Frisk,Arrest,False,0-15 Min,True,RJ80ML8681
141,2020-01-01,02:21:00,Canada,M,73,43,Asian,Other,Signal,False,Frisk,Warning,True,0-15 Min,True,UP51LZ2597
142,2020-01-01,02:22:00,Canada,M,74,32,Hispanic,Signal Violation,Signal,True,Vehicle Search,Arrest,False,0-15 Min,True,MH52YO1565
143,2020-01-01,02:23:00,Canada,M,51,40,White,Speeding,Speeding,False,Frisk,Warning,False,0-15 Min,False,UP70XC3264
144,2020-01-01,02:24:00,USA,F,36,22,Hispanic,Signal Violation,Seatbelt,False,Frisk,Ticket,False,30+ Min,False,MH57SO9110
145,2020-01-01,02:25:00,India,F,32,69,Hispanic,Seatbelt,Speeding,False,Frisk,Arrest,True,30+ Min,False,RJ41IF3630
146,2020-01-01,02:26:00,Canada,F,37,70,Hispanic,Drunk Driving,Signal,True,Frisk,Arrest,True,30+ Min,True,UP74NZ6165
147,2020-01-01,02:27:00,India,F,22,76,Other,Other,Speeding,False,Frisk,Warning,False,30+ Min,False,WB39NV9620
148,2020-01-01,02:28:00,India,F,45,44,Other,Signal Violation,Other,True,Frisk,Ticket,True,0-15 Min,False,MH28MG8771
149,2020-01-01,02:29:00,USA,F,68,67,White,Speeding,Signal,False,Vehicle Search,Ticket,True,30+ Min,True,TN90WP3979
150,2020-01-01,02:30:00,USA,F,26,67,Black,Other,DUI,False,Frisk,Warning,False,30+ Min,True,RJ51TI4397
151,2020-01-01,02:31:00,USA,F,53,60,Asian,Speeding,DUI,True,Vehicle Search,Ticket,False,16-30 Min,False,RJ64RL5151
152,2020-01-01,02:32:00,India,M,61,80,Other,Drunk Driving,Signal,False,Frisk,Ticket,False,16-30 Min,False,GJ58AZ4857
153,2020-01-01,02:33:00,India,M,25,79,Hispanic,Drunk Driving,Speeding,False,Vehicle Search,Warning,True,16-30 Min,True,GJ13OM4004
154,2020-01-01,02:34:00,Canada,F,42,38,Other,Seatbelt,Speeding,True,Vehicle Search,Warning,True,0-15 Min,True,MH98JV5594
155,2020-01-01,02:35:00,USA,F,27,44,Asian,Seatbelt,Other,True,Frisk,Warning,False,30+ Min,True,KA28JK9136
156,2020-01-01,02:36:00,India,F,34,80,Hispanic,Seatbelt,Signal,False,Frisk,Arrest,True,16-30 Min,False,MH39RB8864
157,2020-01-01,02:37:00,USA,M,24,54,Hispanic,Signal Violation,Other,True,Frisk,Arrest,True,16-30 Min,False,WB90MN1350
158,2020-01-01,02:38:00,India,M,33,49,Hispanic,Other,Signal,True,Frisk,Arrest,True,16-30 Min,True,DL10SD7037
159,2020-01-01,02:39:00,Canada,F,42,53,Hispanic,Drunk Driving,DUI,False,Frisk,Ticket,True,0-15 Min,False,WB20OZ5713
160,2020-01-01,02:40:00,Canada,M,27,25,Asian,Speeding,DUI,True,Frisk,Ticket,False,16-30 Min,False,GJ46RC6990
161,2020-01-01,02:41:00,Canada,F,70,40,Asian,Other,DUI,False,Frisk,Warning,True,30+ Min,False,UP60ZM3897
162,2020-01-01,02:42:00,Canada,M,25,76,Other,Seatbelt,Seatbelt,False,Frisk,Arrest,False,30+ Min,False,MH66UK1367
163,2020-01-01,02:43:00,USA,F,43,34,Hispanic,Seatbelt,DUI,True,Vehicle Search,Warning,False,30+ Min,False,RJ74MI6996
164,2020-01-01,02:44:00,Canada,F,63,69,Asian,Speeding,Speeding,True,Frisk,Ticket,True,30+ Min,True,RJ99WT2168
165,2020-01-01,02:45:00,Canada,M,75,46,Hispanic,Speeding,Seatbelt,False,Frisk,Ticket,False,0-15 Min,False,DL77PV2647
166,2020-01-01,02:46:00,USA,F,20,55,Hispanic,Other,Signal,True,Frisk,Warning,False,30+ Min,False,UP42ZR7328
167,2020-01-01,02:47:00,Canada,M,40,69,Other,Seatbelt,DUI,True,Frisk,Warning,False,30+ Min,False,KA31EW3735
168,2020-01-01,02:48:00,USA,M,73,21,Asian,Other,Other,True,Frisk,Ticket,True,16-30 Min,False,KA21NM4066
169,2020-01-01,02:49:00,India,M,67,51,Asian,Speeding,Seatbelt,True,Frisk,Ticket,False,16-30 Min,False,RJ14GS9371
170,2020-01-01,02:50:00,USA,M,59,47,Other,Seatbelt,DUI,False,Frisk,Warning,True,16-30 Min,True,UP64SP1478
171,2020-01-01,02:51:00,USA,F,25,66,Hispanic,Drunk Driving,Speeding,True,Vehicle Search,Warning,False,16-30 Min,False,RJ23AQ7762
172,2020-01-01,02:52:00,India,F,50,29,Black,Drunk Driving,Signal,True,Vehicle Search,Ticket,False,30+ Min,False,MH67EH9811
173,2020-01-01,02:53:00,Canada,F,43,30,White,Other,Seatbelt,True,Frisk,Arrest,True,30+ Min,True,WB90TM7810
174,2020-01-01,02:54:00,USA,M,66,59,Other,Signal Violation,Other,True,Frisk,Ticket,True,16-30 Min,True,GJ37SX3251
175,2020-01-01,02:55:00,India,M,27,33,Black,Seatbelt,Other,False,Vehicle Search,Warning,True,16-30 Min,False,WB65CR4049
176,2020-01-01,02:56:00,USA,F,79,56,Hispanic,Other,Seatbelt,False,Frisk,Ticket,False,0-15 Min,False,WB60AD3081
177,2020-01-01,02:57:00,India,F,57,68,White,Speeding,Other,True,Frisk,Arrest,True,16-30 Min,False,GJ46OY2005
178,2020-01-01,02:58:00,India,M,31,21,Asian,Drunk Driving,DUI,False,Frisk,Arrest,False,16-30 Min,False,UP73GI4591
179,2020-01-01,02:59:00,India,F,67,63,Hispanic,Signal Violation,Other,False,Vehicle Search,Ticket,True,30+ Min,False,KA23WS8090
180,2020-01-01,03:00:00,Canada,F,62,25,White,Speeding,Signal,True,Frisk,Warning,True,16-30 Min,False,DL61GF6932
181,2020-01-01,03:01:00,USA,F,41,46,Other,Signal Violation,DUI,False,Vehicle Search,Ticket,False,30+ Min,False,UP96IG1615
182,2020-01-01,03:02:00,USA,M,26,33,Hispanic,Seatbelt,Signal,False,Vehicle Search,Ticket,True,16-30 Min,False,KA46AE8526
183,2020-01-01,03:03:00,India,F,33,21,Other,Signal Violation,Speeding,True,Frisk,Ticket,False,16-30 Min,False,RJ98PR9249
184,2020-01-01,03:04:00,USA,F,51,26,Black,Other,Speeding,True,Vehicle Search,Warning,False,0-15 Min,False,TN53LH4633
185,2020-01-01,03:05:00,India,M,70,26,Asian,Seatbelt,Other,False,Vehicle Search,Warning,True,0-15 Min,False,WB67XW6203
186,2020-01-01,03:06:00,USA,M,21,67,Asian,Speeding,DUI,False,Vehicle Search,Warning,True,30+ Min,True,RJ13AK2962
187,2020-01-01,03:07:00,India,M,45,37,White,Other,Signal,False,Vehicle Search,Ticket,False,30+ Min,True,MH40VK2914
188,2020-01-01,03:08:00,Canada,F,30,68,Asian,Drunk Driving,Seatbelt,True,Vehicle Search,Arrest,False,16-30 Min,True,GJ12OV1732
189,2020-01-01,03:09:00,India,M,48,62,Black,Seatbelt,Seatbelt,True,Vehicle Search,Warning,True,0-15 Min,True,KA75PX6384
190,2020-01-01,03:10:00,Canada,M,31,24,Hispanic,Speeding,Other,False,Frisk,Warning,False,16-30 Min,False,MH75WG4234
191,2020-01-01,03:11:00,USA,F,39,46,Other,Speeding,DUI,False,Frisk,Ticket,False,0-15 Min,False,WB87BM4877
192,2020-01-01,03:12:00,Canada,M,70,27,Asian,Signal Violation,Signal,False,Frisk,Warning,True,0-15 Min,False,MH94EZ7397
193,2020-01-01,03:13:00,USA,M,63,36,Hispanic,Signal Violation,Speeding,True,Frisk,Arrest,False,0-15 Min,False,UP95MS1428
194,2020-01-01,03:14:00,India,M,33,78,Other,Signal Violation,DUI,True,Vehicle Search,Warning,False,0-15 Min,True,MH23CO2824
195,2020-01-01,03:15:00,India,F,40,73,Black,Seatbelt,Speeding,False,Frisk,Ticket,True,30+ Min,False,KA88AL9836
